"ExperimentID","SiteID","PondID","StrainID","Date","pH","Temp.avg (C)","Temp.max (C)","Temp.min (C)","Cond (mS.cm)","DO (mg.L)","DO (%sat)","Sal (g.L)","PAR (umol.m2.s)"
"SEP102014","ASU","P6","KA32","10-19-2014",7.86,20.79,26.9,16.7,50537.01,5.92,81.04,33.18,392.12
"SEP102014","ASU","P1","KA32","10-20-2014",6.79,16.52,17.9,15.6,50580.59,6.66,83.48,33.21,
"SEP102014","ASU","P2","KA32","10-20-2014",7.95,16.55,17.9,15.6,53815.35,7.29,92.69,35.61,
"SEP102014","ASU","P3","KA32","10-20-2014",7.67,16.57,17.8,15.7,38852.44,6.89,82.06,24.77,
"SEP102014","ASU","P4","KA32","10-20-2014",7.99,,,,52071.25,5.96,75.21,34.31,
"SEP102014","ASU","P5","KA32","10-20-2014",9.45,16.36,17.6,15.5,47611.63,4.72,58.24,31.05,
"SEP102014","ASU","P6","KA32","10-20-2014",7.82,16.7,18,15.8,50831.71,5.01,62.97,33.4,40.47
"OCT222014","ASU","P1","LRB-AZ-1201","10-22-2014",8.32,23.77,26,20.6,2325.81,8.41,100.52,1.2,
"OCT222014","ASU","P2","LRB-AZ-1201","10-22-2014",9.88,,,,2142.29,8.22,97.44,1.06,
"OCT222014","ASU","P3","LRB-AZ-1201","10-22-2014",8.56,23.96,26.2,20.6,2344.12,8.36,100.28,1.23,
"OCT222014","ASU","P4","LRB-AZ-1201","10-22-2014",7.56,24.15,26.5,20.8,2344.69,8.47,102.11,1.22,
"OCT222014","ASU","P5","LRB-AZ-1201","10-22-2014",7.5,24.47,30.2,20.4,2177.23,7.25,87.52,1.13,
"OCT222014","ASU","P6","LRB-AZ-1201","10-22-2014",7.7,24.94,30.8,20.7,2215.29,7.54,91.46,1.11,587.93
"OCT222014","ASU","P1","LRB-AZ-1201","10-23-2014",7.81,21.16,26.4,16.4,2467.73,9.87,112.77,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","10-23-2014",7.28,,,,2417.34,8.82,98.55,1.24,
"OCT222014","ASU","P3","LRB-AZ-1201","10-23-2014",7.94,21.42,26.7,16.5,2444.98,10.31,118.68,1.29,
"OCT222014","ASU","P4","LRB-AZ-1201","10-23-2014",7.58,21.56,26.8,16.5,2427.74,10.16,116.94,1.26,
"OCT222014","ASU","P5","LRB-AZ-1201","10-23-2014",7.83,21.15,26.5,16.2,2464.06,9.6,109.67,1.29,
"OCT222014","ASU","P6","LRB-AZ-1201","10-23-2014",7.93,21.65,26.9,16.6,2396.12,9.61,110.83,1.22,408.22
"OCT222014","ASU","P1","LRB-AZ-1201","10-24-2014",7.77,21.39,26.5,16.2,2486.84,9.41,107.75,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","10-24-2014",7.58,,,,2411.49,10.05,112.76,1.24,
"OCT222014","ASU","P3","LRB-AZ-1201","10-24-2014",7.82,21.58,26.8,16.3,2445.32,10.95,126.27,1.27,
"OCT222014","ASU","P4","LRB-AZ-1201","10-24-2014",7.68,21.73,27,16.4,2422.51,10.45,120.66,1.25,
"OCT222014","ASU","P5","LRB-AZ-1201","10-24-2014",7.87,21.26,26.5,16,2466.14,9.9,113.33,1.3,
"OCT222014","ASU","P6","LRB-AZ-1201","10-24-2014",7.98,21.78,27,16.5,2388.27,9.86,113.91,1.2,415.84
"OCT222014","ASU","P1","LRB-AZ-1201","10-25-2014",7.79,21.74,26.6,16.6,2483.5,8.19,94.29,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","10-25-2014",7.76,,,,2406.09,9.93,112.24,1.23,
"OCT222014","ASU","P3","LRB-AZ-1201","10-25-2014",7.86,21.95,26.9,16.8,2419.07,10.83,125.7,1.23,
"OCT222014","ASU","P4","LRB-AZ-1201","10-25-2014",7.73,22.09,27,16.9,2418.67,10.24,119.16,1.24,
"OCT222014","ASU","P5","LRB-AZ-1201","10-25-2014",7.88,21.62,26.6,16.4,2457.76,9.94,114.69,1.28,
"OCT222014","ASU","P6","LRB-AZ-1201","10-25-2014",7.96,22.14,27.1,16.9,1998.08,9.82,114.15,1.01,405.96
"OCT222014","ASU","P1","LRB-AZ-1201","10-26-2014",7.78,22.04,26.5,18.1,2475.2,7.85,91.26,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","10-26-2014",7.83,,,,2380.83,9.61,109.44,1.22,
"OCT222014","ASU","P3","LRB-AZ-1201","10-26-2014",7.93,22.18,26.7,18.2,2445.93,10.63,124.12,1.29,
"OCT222014","ASU","P4","LRB-AZ-1201","10-26-2014",7.73,22.42,26.9,18.4,2396.7,9.9,115.99,1.23,
"OCT222014","ASU","P5","LRB-AZ-1201","10-26-2014",7.93,21.93,26.4,17.9,2431.66,9.78,113.7,1.25,
"OCT222014","ASU","P6","LRB-AZ-1201","10-26-2014",7.99,22.43,26.9,18.4,1992.12,9.75,114.06,1.02,384.06
"OCT222014","ASU","P1","LRB-AZ-1201","10-27-2014",7.81,21.39,25.3,17.9,2498.06,7.7,88.39,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","10-27-2014",7.84,,,,2412.98,10.08,113.23,1.24,
"OCT222014","ASU","P3","LRB-AZ-1201","10-27-2014",7.93,21.52,25.6,18,2474.16,10.35,119.35,1.3,
"OCT222014","ASU","P4","LRB-AZ-1201","10-27-2014",7.79,21.69,25.7,18.2,2430.33,9.92,114.46,1.25,
"OCT222014","ASU","P5","LRB-AZ-1201","10-27-2014",7.95,21.16,25.2,17.7,2467.77,9.85,112.76,1.3,
"OCT222014","ASU","P6","LRB-AZ-1201","10-27-2014",7.99,21.63,25.6,18.1,2404.82,9.82,113.12,1.23,401.08
"OCT222014","ASU","P1","LRB-AZ-1201","10-28-2014",7.82,19.14,23.9,14.3,2505.6,7.67,84.2,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","10-28-2014",7.65,,,,2427.7,10.61,114.26,1.27,
"OCT222014","ASU","P3","LRB-AZ-1201","10-28-2014",7.94,19.36,24.1,14.5,2453.32,10,110.28,1.28,
"OCT222014","ASU","P4","LRB-AZ-1201","10-28-2014",7.77,19.47,24.3,14.6,2453.34,10.02,110.62,1.3,
"OCT222014","ASU","P5","LRB-AZ-1201","10-28-2014",7.93,19.01,23.9,14.1,2487.14,9.93,108.76,1.3,
"OCT222014","ASU","P6","LRB-AZ-1201","10-28-2014",7.98,19.5,24.3,14.6,2426.67,10,110.43,1.27,400.96
"OCT222014","ASU","P1","LRB-AZ-1201","10-29-2014",7.82,18.93,24,13.8,2511.74,7.59,82.88,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","10-29-2014",7.58,,,,2261.86,9.78,106.03,1.2,
"OCT222014","ASU","P3","LRB-AZ-1201","10-29-2014",7.89,20.46,45,14,2295.13,8.81,98.67,1.21,
"OCT222014","ASU","P4","LRB-AZ-1201","10-29-2014",7.75,19.2,24.4,14,2471.92,9.97,109.38,1.3,
"OCT222014","ASU","P5","LRB-AZ-1201","10-29-2014",7.94,18.9,24.1,13.7,2503.82,9.92,108.29,1.3,
"OCT222014","ASU","P6","LRB-AZ-1201","10-29-2014",7.97,19.25,24.5,14,2408.19,9.92,108.77,1.25,397.93
"OCT222014","ASU","P1","LRB-AZ-1201","10-30-2014",7.83,18.95,23.7,13.7,2513.86,7.41,80.92,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","10-30-2014",8.26,,,,2419.37,10.07,107.84,1.25,
"OCT222014","ASU","P3","LRB-AZ-1201","10-30-2014",7.87,19.16,24,13.8,2472.86,11.73,128.69,1.3,
"OCT222014","ASU","P4","LRB-AZ-1201","10-30-2014",7.77,19.29,24.1,13.9,2469.52,9.89,108.7,1.3,
"OCT222014","ASU","P5","LRB-AZ-1201","10-30-2014",7.96,18.96,23.8,13.7,2510.16,9.79,106.99,1.3,
"OCT222014","ASU","P6","LRB-AZ-1201","10-30-2014",7.98,19.34,24.1,14,2389.85,9.84,108.28,1.23,344.71
"OCT222014","ASU","P1","LRB-AZ-1201","10-31-2014",7.87,19.26,23.8,14.7,2483.88,7.17,78.64,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","10-31-2014",8.24,,,,2447.46,10.29,110.8,1.28,
"OCT222014","ASU","P3","LRB-AZ-1201","10-31-2014",7.93,19.32,23.8,14.8,2481.48,11.68,128.56,1.3,
"OCT222014","ASU","P4","LRB-AZ-1201","10-31-2014",7.8,19.51,24.1,14.9,2493.56,9.8,108.19,1.3,
"OCT222014","ASU","P5","LRB-AZ-1201","10-31-2014",7.95,19.17,23.6,14.6,2505.57,9.68,106.3,1.3,
"OCT222014","ASU","P6","LRB-AZ-1201","10-31-2014",7.98,19.6,24.1,14.9,2422.42,9.7,107.18,1.27,371.2
"OCT222014","ASU","P1","LRB-AZ-1201","11-01-2014",7.88,19.09,22.5,16.1,2503.09,6.86,75.04,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","11-01-2014",8.16,,,,2433.6,10.1,108.91,1.26,
"OCT222014","ASU","P3","LRB-AZ-1201","11-01-2014",7.97,19.23,22.6,16.2,2463.85,11.38,125.09,1.28,
"OCT222014","ASU","P4","LRB-AZ-1201","11-01-2014",7.8,19.57,23,16.3,2448.86,9.59,106.14,1.26,
"OCT222014","ASU","P5","LRB-AZ-1201","11-01-2014",7.99,19.11,22.6,16,2505.9,9.56,104.96,1.3,
"OCT222014","ASU","P6","LRB-AZ-1201","11-01-2014",8.02,19.45,22.8,16.3,2364.05,9.64,106.32,1.22,388.64
"OCT222014","ASU","P1","LRB-AZ-1201","11-02-2014",7.91,15.1,18.1,12.6,2501.38,6.75,67.82,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","11-02-2014",8.33,,,,2411.26,10.62,105.07,1.24,
"OCT222014","ASU","P3","LRB-AZ-1201","11-02-2014",7.94,15.1,18.2,12.6,2461.26,12.01,120.83,1.3,
"OCT222014","ASU","P4","LRB-AZ-1201","11-02-2014",7.78,15.36,18.4,12.8,2421.19,10.11,102.26,1.27,
"OCT222014","ASU","P5","LRB-AZ-1201","11-02-2014",7.98,14.94,18.1,12.4,2484.93,9.98,100.09,1.3,
"OCT222014","ASU","P6","LRB-AZ-1201","11-02-2014",7.99,15.26,18.3,12.8,2372.62,10.18,102.79,1.22,276.31
"OCT222014","ASU","P1","LRB-AZ-1201","11-03-2014",7.92,12.82,17.5,8.4,2518.38,7.51,71.96,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","11-03-2014",8.28,,,,2443.77,11.17,104.53,1.3,
"OCT222014","ASU","P3","LRB-AZ-1201","11-03-2014",7.94,12.98,17.8,8.5,2495.51,12.63,121.34,1.3,
"OCT222014","ASU","P4","LRB-AZ-1201","11-03-2014",7.75,13.07,17.8,8.6,2457.36,10.65,102.53,1.3,
"OCT222014","ASU","P5","LRB-AZ-1201","11-03-2014",7.98,12.8,17.6,8.3,2500.75,10.49,100.44,1.3,
"OCT222014","ASU","P6","LRB-AZ-1201","11-03-2014",7.98,13.07,17.8,8.7,2395.64,10.71,102.95,1.23,378.72
"OCT222014","ASU","P1","LRB-AZ-1201","11-04-2014",7.96,12.88,17.7,7.8,2541.17,7.62,73.08,1.3,
"OCT222014","ASU","P2","LRB-AZ-1201","11-04-2014",8.24,,,,2457.94,11.2,104.85,1.3,
"OCT222014","ASU","P3","LRB-AZ-1201","11-04-2014",7.95,13.03,18,7.9,2512.24,12.63,121.4,1.3,
"OCT222014","ASU","P4","LRB-AZ-1201","11-04-2014",7.78,13.15,18.1,8,2485.73,10.64,102.5,1.3,
"OCT222014","ASU","P5","LRB-AZ-1201","11-04-2014",7.98,12.91,18,7.7,2526.8,10.56,101.28,1.3,
"OCT222014","ASU","P6","LRB-AZ-1201","11-04-2014",7.98,13.14,18,8,2435.72,10.73,103.18,1.29,377.5
"OCT222014","ASU","P1","LRB-AZ-1201","11-05-2014",7.85,17.57,25.5,10.5,1860.95,6.58,69.97,0.92,
"OCT222014","ASU","P2","LRB-AZ-1201","11-05-2014",8.18,,,,2094.5,10.72,110.93,1.09,
"OCT222014","ASU","P3","LRB-AZ-1201","11-05-2014",7.93,18.01,27.2,10.6,1835.94,11.91,128.54,0.92,
"OCT222014","ASU","P4","LRB-AZ-1201","11-05-2014",7.73,17.24,23.7,10.6,2113.34,10.12,107.2,1.1,
"OCT222014","ASU","P5","LRB-AZ-1201","11-05-2014",7.95,17.9,26.9,10.5,1832.95,9.86,106.03,0.92,
"OCT222014","ASU","P6","LRB-AZ-1201","11-05-2014",7.98,17.3,23.6,10.7,2068.24,10.06,106.44,1.07,377.93
"OCT222014","ASU","P1","LRB-AZ-1201","11-06-2014",7.88,15.8,20.2,11.5,1458.64,5.7,57.99,0.7,
"OCT222014","ASU","P2","LRB-AZ-1201","11-06-2014",8.19,,,,1899.26,11.05,110.41,0.99,
"OCT222014","ASU","P3","LRB-AZ-1201","11-06-2014",7.86,15.98,20.4,11.6,1436.68,12.6,129.17,0.7,
"OCT222014","ASU","P4","LRB-AZ-1201","11-06-2014",7.72,16.08,20.6,11.6,1889.7,10.3,105.89,0.98,
"OCT222014","ASU","P5","LRB-AZ-1201","11-06-2014",7.87,15.86,20.3,11.5,1416.14,10.46,106.97,0.7,
"OCT222014","ASU","P6","LRB-AZ-1201","11-06-2014",7.94,16.15,20.6,11.7,1858.34,10.28,105.7,0.96,375.49
"OCT222014","ASU","P1","LRB-AZ-1201","11-07-2014",7.94,15.93,20.8,11.3,1455.51,4.24,43.23,0.7,
"OCT222014","ASU","P2","LRB-AZ-1201","11-07-2014",8.12,,,,1737.05,10.61,112.45,0.87,
"OCT222014","ASU","P3","LRB-AZ-1201","11-07-2014",7.93,16.11,21.1,11.3,1427.52,12.57,129.07,0.7,
"OCT222014","ASU","P4","LRB-AZ-1201","11-07-2014",7.63,18.41,24.2,11.5,1750.38,10.08,109.44,0.88,
"OCT222014","ASU","P5","LRB-AZ-1201","11-07-2014",7.91,15.94,21,11.2,1422.14,10.51,107.69,0.7,
"OCT222014","ASU","P6","LRB-AZ-1201","11-07-2014",7.94,18.51,24.3,11.6,1747.11,10.02,108.75,0.89,373.4
"OCT222014","ASU","P1","LRB-AZ-1201","11-08-2014",7.98,15.76,21.4,10.3,1404.15,3.9,39.67,0.68,
"OCT222014","ASU","P2","LRB-AZ-1201","11-08-2014",8.12,,,,1668.88,11.18,111.62,0.83,
"OCT222014","ASU","P3","LRB-AZ-1201","11-08-2014",7.94,15.99,21.7,10.5,1440.9,12.54,128.06,0.7,
"OCT222014","ASU","P4","LRB-AZ-1201","11-08-2014",7.6,16.23,21.9,10.7,1694,10.54,108.32,0.9,
"OCT222014","ASU","P5","LRB-AZ-1201","11-08-2014",7.92,15.92,21.7,10.3,1444.81,10.51,107.14,0.7,
"OCT222014","ASU","P6","LRB-AZ-1201","11-08-2014",7.9,16.37,22,10.8,1541.25,10.42,107.23,0.79,374.02
"OCT222014","ASU","P1","LRB-AZ-1201","11-09-2014",7.97,17.2,22.3,12.5,1505.77,3.8,39.98,0.78,
"OCT222014","ASU","P2","LRB-AZ-1201","11-09-2014",8.07,,,,1706.24,10.9,112.1,0.9,
"OCT222014","ASU","P3","LRB-AZ-1201","11-09-2014",7.97,17.36,22.5,12.6,1473.38,12.25,129.16,0.73,
"OCT222014","ASU","P4","LRB-AZ-1201","11-09-2014",7.7,17.46,22.7,12.6,1731.04,10.46,110.59,0.9,
"OCT222014","ASU","P5","LRB-AZ-1201","11-09-2014",7.93,17.36,22.6,12.5,1478.38,10.4,109.65,0.73,
"OCT222014","ASU","P6","LRB-AZ-1201","11-09-2014",7.98,17.54,22.8,12.8,1406.76,10.29,108.6,0.71,370.75
"OCT222014","ASU","P1","LRB-AZ-1201","11-10-2014",7.79,15.97,28.6,10.8,1466.79,5.09,53.21,0.72,
"OCT222014","ASU","P2","LRB-AZ-1201","11-10-2014",8.2,,,,1581.64,10.29,107.7,0.83,
"OCT222014","ASU","P3","LRB-AZ-1201","11-10-2014",7.94,16,20.7,10.9,1452.99,12.14,124.39,0.73,
"OCT222014","ASU","P4","LRB-AZ-1201","11-10-2014",7.6,18.01,23,11,1610.57,10.4,112.15,0.83,
"OCT222014","ASU","P5","LRB-AZ-1201","11-10-2014",7.93,15.95,20.7,10.8,1450.52,10.2,104.32,0.73,
"OCT222014","ASU","P6","LRB-AZ-1201","11-10-2014",7.92,18.13,23.1,11.1,1279.6,10.44,112.53,0.63,363.48
"OCT222014","ASU","P1","LRB-AZ-1201","11-11-2014",7.7,16.1,21,11,1456.02,6.47,66.26,0.7,
"OCT222014","ASU","P2","LRB-AZ-1201","11-11-2014",8.14,,,,1506.14,10.25,103.31,0.78,
"OCT222014","ASU","P3","LRB-AZ-1201","11-11-2014",7.98,16.32,21.2,11.1,1416.04,11.92,122.79,0.7,
"OCT222014","ASU","P4","LRB-AZ-1201","11-11-2014",7.66,16.69,21.6,11.3,1504.55,10.28,106.76,0.76,
"OCT222014","ASU","P5","LRB-AZ-1201","11-11-2014",7.95,16.34,21.3,11,1401.98,9.97,102.61,0.7,
"OCT222014","ASU","P6","LRB-AZ-1201","11-11-2014",7.89,16.79,21.7,11.4,943.37,10.14,105.28,0.47,363.57
"OCT222014","ASU","P1","LRB-AZ-1201","11-12-2014",7.53,19.08,25.7,12.5,1283.25,6.3,69.4,0.63,
"OCT222014","ASU","P2","LRB-AZ-1201","11-12-2014",8.08,,,,1478.44,10.19,109.24,0.78,
"OCT222014","ASU","P3","LRB-AZ-1201","11-12-2014",7.94,19.45,27.4,12.6,1269.09,11.66,129.55,0.63,
"OCT222014","ASU","P4","LRB-AZ-1201","11-12-2014",7.67,18.87,24.1,12.7,1490.57,9.94,108.98,0.78,
"OCT222014","ASU","P5","LRB-AZ-1201","11-12-2014",7.93,19.48,27.7,12.6,1251.62,9.57,106.14,0.63,
"OCT222014","ASU","P6","LRB-AZ-1201","11-12-2014",7.9,18.91,24.2,12.8,839.95,9.77,106.47,0.41,357.14
"OCT222014","ASU","P1","LRB-AZ-1201","11-13-2014",7.55,16.88,21.2,12.7,1207.71,6.61,68.86,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-13-2014",8.17,,,,1522.87,10.94,111.91,0.8,
"OCT222014","ASU","P3","LRB-AZ-1201","11-13-2014",7.93,17.1,21.4,12.8,1209.65,12.45,130.48,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-13-2014",7.62,17.22,21.6,12.9,1490.16,10.21,107.41,0.75,
"OCT222014","ASU","P5","LRB-AZ-1201","11-13-2014",7.87,16.97,21.3,12.8,1201.01,10.3,107.54,0.6,
"OCT222014","ASU","P6","LRB-AZ-1201","11-13-2014",7.92,17.31,21.6,13,1141.43,10.13,106.3,0.57,344.36
"OCT222014","ASU","P1","LRB-AZ-1201","11-14-2014",7.66,15.66,17.8,12.8,1202.46,6.68,67.74,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-14-2014",8.09,,,,1504.17,10.6,110.68,0.79,
"OCT222014","ASU","P3","LRB-AZ-1201","11-14-2014",7.94,15.79,17.9,12.9,1192.73,12.53,127.17,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-14-2014",7.59,18.19,25.3,13.1,1500.29,9.88,106.69,0.79,
"OCT222014","ASU","P5","LRB-AZ-1201","11-14-2014",7.9,15.69,17.8,12.8,1201.73,10.47,106.05,0.6,
"OCT222014","ASU","P6","LRB-AZ-1201","11-14-2014",7.94,17.96,23.2,13.1,1210.9,9.88,105.58,0.62,178.94
"OCT222014","ASU","P1","LRB-AZ-1201","11-15-2014",7.52,15.96,20.2,12,1205,6.71,68.68,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-15-2014",7.78,,,,1496.64,11.29,113.73,0.79,
"OCT222014","ASU","P3","LRB-AZ-1201","11-15-2014",7.84,16.08,20.4,12.1,1192.62,12.68,130,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-15-2014",7.67,16.43,20.6,12.4,1537.55,10.24,105.71,0.8,
"OCT222014","ASU","P5","LRB-AZ-1201","11-15-2014",7.81,16.03,20.4,12.1,1205.87,10.6,108.57,0.6,
"OCT222014","ASU","P6","LRB-AZ-1201","11-15-2014",7.93,16.5,20.7,12.5,998.95,10.23,105.47,0.5,325.89
"OCT222014","ASU","P1","LRB-AZ-1201","11-16-2014",7.59,12.97,16.3,8.5,1221.94,6.9,66.2,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-16-2014",7.77,,,,1514.2,11.97,112.44,0.8,
"OCT222014","ASU","P3","LRB-AZ-1201","11-16-2014",7.86,13.11,16.5,8.6,1212.06,13.07,125.86,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-16-2014",7.64,13.13,16.5,8.6,1552.12,10.77,103.72,0.8,
"OCT222014","ASU","P5","LRB-AZ-1201","11-16-2014",7.77,13.12,16.7,8.6,1226.22,10.97,105.8,0.6,
"OCT222014","ASU","P6","LRB-AZ-1201","11-16-2014",7.91,13.25,16.7,8.7,981.66,10.77,103.75,0.49,346.96
"OCT222014","ASU","P1","LRB-AZ-1201","11-17-2014",7.65,9.27,14.2,4,1221.75,7.34,64.43,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-17-2014",7.77,,,,1527.56,12.5,107.23,0.79,
"OCT222014","ASU","P3","LRB-AZ-1201","11-17-2014",7.85,9.38,14.5,4.1,1217.08,13.8,121.35,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-17-2014",7.56,9.64,14.7,4.1,1563.54,11.17,98.72,0.8,
"OCT222014","ASU","P5","LRB-AZ-1201","11-17-2014",7.82,9.43,14.5,4,1229.32,11.65,102.71,0.6,
"OCT222014","ASU","P6","LRB-AZ-1201","11-17-2014",7.87,9.74,14.9,4.2,1122.02,10.79,95.01,0.57,347.8
"OCT222014","ASU","P1","LRB-AZ-1201","11-18-2014",7.67,9.6,14.6,4.7,1215,7.27,64.17,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-18-2014",7.7,,,,1528.39,11.71,101.52,0.8,
"OCT222014","ASU","P3","LRB-AZ-1201","11-18-2014",7.84,9.89,15,5,1203.17,13.64,121.4,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-18-2014",7.58,9.98,15,5,1563.05,10.35,92.16,0.8,
"OCT222014","ASU","P5","LRB-AZ-1201","11-18-2014",7.85,9.86,15,4.8,1214.31,11.55,102.9,0.6,
"OCT222014","ASU","P6","LRB-AZ-1201","11-18-2014",7.93,10.18,15.3,5.2,1223.63,10.02,89.23,0.6,339.25
"OCT222014","ASU","P1","LRB-AZ-1201","11-19-2014",7.69,9.81,14.8,5,1217.18,7.2,63.97,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-19-2014",7.73,,,,1522.27,11.62,101.2,0.8,
"OCT222014","ASU","P3","LRB-AZ-1201","11-19-2014",7.86,10,15,5.2,1206.78,13.58,121.08,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-19-2014",7.56,10.15,15.2,5.3,1566.73,10.33,92.48,0.8,
"OCT222014","ASU","P5","LRB-AZ-1201","11-19-2014",7.85,9.97,15.1,5.1,1211.5,11.65,104.14,0.6,
"OCT222014","ASU","P6","LRB-AZ-1201","11-19-2014",7.9,10.31,15.3,5.4,1306.26,9.97,88.97,0.67,290.97
"OCT222014","ASU","P1","LRB-AZ-1201","11-20-2014",7.73,9.88,15.1,4.8,1219.1,7.04,62.53,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-20-2014",7.72,,,,1523.8,11.79,102.66,0.8,
"OCT222014","ASU","P3","LRB-AZ-1201","11-20-2014",7.87,10.07,15.4,4.9,1212.9,13.45,120.08,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-20-2014",7.54,10.2,15.5,5,1567.12,10.7,96.04,0.8,
"OCT222014","ASU","P5","LRB-AZ-1201","11-20-2014",7.84,10,15.4,4.8,1213.19,11.66,104.35,0.6,
"OCT222014","ASU","P6","LRB-AZ-1201","11-20-2014",7.85,10.34,15.6,5.2,1349.02,9.81,87.78,0.7,331.17
"OCT222014","ASU","P1","LRB-AZ-1201","11-21-2014",7.76,9.66,13.2,6.3,1221.83,6.87,60.8,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-21-2014",7.67,,,,1513.07,12.18,105.91,0.8,
"OCT222014","ASU","P3","LRB-AZ-1201","11-21-2014",7.86,9.79,13.4,6.4,1216.52,13.32,118.28,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-21-2014",7.63,9.95,13.6,6.6,1569.42,11.09,99.15,0.8,
"OCT222014","ASU","P5","LRB-AZ-1201","11-21-2014",7.85,9.69,13.3,6.3,1209.36,11.64,103.35,0.6,
"OCT222014","ASU","P6","LRB-AZ-1201","11-21-2014",7.84,10.12,13.7,6.7,1356.43,10.05,89.9,0.7,184.68
"OCT222014","ASU","P1","LRB-AZ-1201","11-22-2014",7.79,10.14,15.2,5.1,1235.04,6.71,60.04,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-22-2014",7.68,,,,1513.58,12.23,107.38,0.8,
"OCT222014","ASU","P3","LRB-AZ-1201","11-22-2014",7.88,10.29,15.4,5.2,1228.54,13.23,118.77,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-22-2014",7.61,10.35,15.5,5.3,1585.71,11.37,102.69,0.8,
"OCT222014","ASU","P5","LRB-AZ-1201","11-22-2014",7.85,10.24,15.4,5.1,1212.99,11.65,104.95,0.6,
"OCT222014","ASU","P6","LRB-AZ-1201","11-22-2014",7.86,10.43,15.4,5.4,1355.68,10.59,95.43,0.7,317.59
"OCT222014","ASU","P1","LRB-AZ-1201","11-23-2014",7.78,10.37,15.1,6.2,1260.09,6.39,57.56,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-23-2014",7.68,,,,1537.42,12.35,109.11,0.8,
"OCT222014","ASU","P3","LRB-AZ-1201","11-23-2014",7.89,10.53,15.4,6.3,1249.35,13.18,119.29,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-23-2014",7.66,10.56,15.4,6.4,1611.7,11.45,104.07,0.8,
"OCT222014","ASU","P5","LRB-AZ-1201","11-23-2014",7.86,10.45,15.3,6.2,1225.74,11.43,103.54,0.6,
"OCT222014","ASU","P6","LRB-AZ-1201","11-23-2014",7.84,10.67,15.5,6.5,1371.07,10.93,99.39,0.7,314.9
"OCT222014","ASU","P1","LRB-AZ-1201","11-24-2014",7.74,8.45,12.8,4,1267.7,6.63,56.96,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-24-2014",7.74,,,,1531.64,12.45,105.27,0.8,
"OCT222014","ASU","P3","LRB-AZ-1201","11-24-2014",7.89,8.68,13.1,4,1253.4,13.4,115.89,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-24-2014",7.64,8.92,13.4,4,1593.91,11.51,100.51,0.8,
"OCT222014","ASU","P5","LRB-AZ-1201","11-24-2014",7.88,8.58,13.1,3.9,1222.1,11.27,97.31,0.6,
"OCT222014","ASU","P6","LRB-AZ-1201","11-24-2014",7.84,8.99,13.4,4.2,1367.75,11.42,99.59,0.7,322.08
"OCT222014","ASU","P1","LRB-AZ-1201","11-25-2014",7.77,8.27,12.9,3.6,1272.49,6.75,57.66,0.6,
"OCT222014","ASU","P2","LRB-AZ-1201","11-25-2014",7.73,,,,1533.24,12.58,105.36,0.8,
"OCT222014","ASU","P3","LRB-AZ-1201","11-25-2014",7.89,8.44,13.2,3.7,1256.86,13.45,115.48,0.6,
"OCT222014","ASU","P4","LRB-AZ-1201","11-25-2014",7.66,8.48,13.2,3.8,1589.34,11.63,100.29,0.8,
"OCT222014","ASU","P5","LRB-AZ-1201","11-25-2014",7.89,8.42,13.3,3.6,1219.11,10.98,94.28,0.6,
